Slovenian,English
prestope,transfers
prestopila,crossed over
prestopilo,transgressed
prestopnem,I transfer
prestopom,transfer
prestregel,intercepted
prestrmi,stare too hard
prestrogi,too strict
prestrukturiranja,restructuring
pretege,stretches
pretekel,past
preteklega,of the past
preteklem,to the past
preteku,past
pretepa,fights
pretežkega,too heavy
pretežko,too hard
pretežni,overwhelming
pretiran,exaggerated
pretirane,excessive
pretiranega,excessive
pretiranih,excessive
pretiravali,exaggerated
pretolmaèiti,to reinterpret
pretovor,transshipment
pretovora,transshipment
pretovornino,handling fee
pretovoru,transshipment
pretresa,shakes
pretresel,shaken
pretreseni,shocked
pretresli,shaken
pretrga,breaks
pretrgana,broken
pretvarjala,pretended
pretvorbe,conversions
pretvorbo,conversion
pretvoril,converted
preudarni,prudent
preudarno,prudently
preuranjenimi,premature
preuredili,rearranged
preureditev,rearrangement
preusmeril,redirected
preusmerjanja,redirects
preusmerjati,redirect
preusmerjen,redirected
preutrujeni,too tired
preučevanja,studies
preučevanje,studying
preučila,examined
preučne,study
prevajalka,translator
prevajalstvo,translation
prevajanju,translation
prevalijo,overrun
prevaranti,fraudsters
prevaro,fraud
prevažajo,they transport
prevažali,transported
prevažate,you transport
prevedejo,they translate
prevel,translated
prevelik,too big
prevelike,too big
preventivi,prevention
preventivnem,preventive
preventivni,preventive
preventivnimi,preventive
preventivo,prevention
preverijo,they check
preverila,checked
preverili,checked
preverim,I will check
preverimo,let's check
preverjajo,are checking
preverjanja,checks
preverjanju,verification
preverjene,verified
preverjeni,verified
prevesila,overhung
prevesti,translate
prevetriti,to ventilate
preveša,too much
previdne,careful
previdnim,careful
previdnost,caution
previjemo,bandage
prevladoval,dominated
prevladovala,dominated
prevladovali,dominated
prevladovalo,dominated
prevladujoč,dominant
prevladujoči,dominant
prevleko,cover
prevodom,translation
prevoza,of transportation
prevozih,transportation
prevozil,transported
prevozite,transport
prevoziti,to transport
prevozna,transportable
prevoznega,transportation
prevozniki,carriers
prevoznikih,carriers
prevoznikom,carriers
prevozno,transportable
prevoznost,transportability
prevozov,transportation
prevožene,driven
prevoženi,driven
prevratih,upheavals
prevraèa,overturns
prevrnitev,overturning
prevroče,too hot
prevzame,takes over
prevzemne,taking over
prevzemno,taking over
prevzemu,takeover
prevzeta,taken over
prezahtevna,too demanding
prezaposlena,too busy
prezir,contempt
prezirala,despised
prezračenih,ventilated
prezračevaje,ventilation
prezračevanja,ventilation
prezračil,ventilated
preèkal,waited
preèkamo,we are waiting
prečesala,combed
prečistili,purified
prečkal,crossed
prečkami,crossbars
prečkanje,crossing
prečkate,you cross
prečkati,to cross
prečrtal,crossed out
prešernoslovcu,to the prescientist
prešla,passed
preštevanje,counting
prežeta,permeated
prežetih,imbued
preži,lurk
preživite,survive
preživljajo,they survive
preživljal,lived
preživljata,they survive
preživljati,to survive
prhajo,they shower
pribila,nailed
približal,approached
priboljšek,a treat
priboril,accessories
pricurljale,leaked
pricurljalo,leaked
prid,adj
prida,it works
pridelane,produced
pridelano,cultivated
pridelavo,cultivation
pridelke,crops
pridelovalci,growers
prideluje,produces
priden,diligent
pridigal,preached
pridigate,you preach
pridih,touch
pridnost,diligence
pridnosti,diligence
pridobivali,acquired
pridobivanja,acquisition
pridobivanju,acquisition
pridobljenih,obtained
pridobljeno,acquired
pridruženi,affiliated
pridružijo,they join
pridružila,joined
pridružilo,joined
pridružuje,joins
pridružujeta,join
pridržana,detained
pridržati,to detain
prigarana,burnt
prigarano,charred
priglašeno,notified
prihajajočem,upcoming
prihajajočo,upcoming
prihajale,were coming
prihajamo,we are coming
prihoda,of arrival
prihodih,arrivals
prihodnjim,future ones
prihodnost,the future
prihodov,arrivals
prihranek,savings
prihranila,saved up
prihranili,saved
prihraniti,to save
prihranki,savings
priigralo,won over
priigrano,played up
priimek,surname
prijateljem,to friends
prijateljic,friends
prijateljicam,friends
prijateljicami,friends
prijateljih,friends
prijateljska,friendly
prijateljskega,friendly
prijateljstva,friendships
prijateljstvo,friendship
prijava,registration
prijavijo,report
prijavilo,reported
prijavite,report
prijaviteljev,applicants
prijavljajo,they report
prijavljal,reported
prijavljali,reported
prijavljeno,reported
prijaznega,friendly
prijaznejšega,kinder
prijaznimi,friendly
prijazno,kindly
prijaznosti,kindness
prijel,caught
prijemov,grips
prijemu,reception
prijetju,arrest
prijetna,pleasant
prijetnejše,more pleasant
prijetnem,pleasant
prijetni,pleasant
prikaza,display
prikazal,displayed
prikazane,displayed
prikazoval,showed
prikazu,display
prikazujejo,they show
prikaže,displays
prikimavajo,they nod
priklièem,I call
prikljuèki,connectors
priključen,connected
priključevanjem,connecting
priključi,connect
priključitve,connections
priključka,connector
priključke,connectors
priključkov,connectors
priključku,connector
priklopljena,connected
priklopnikom,trailers
prikolesarimo,let's ride our bikes
prikolice,trailers
prikrajšani,deprived
prikrajšano,deprived
prikrit,hidden
prikrita,hidden
prikriti,to cover up
prikrito,covertly
prikrival,covered up
prikrivali,covered up
prikrivanje,concealment
prikupila,collected
prikupili,collected
prilagaja,adjusts
prilagajala,adjusted
prilagodil,adjusted
prilagodilo,adjusted
prilagoditveni,adaptive
prilagoditvijo,adjustment
prilagodljivi,adaptable
prilagodljivost,adaptability
prilagojen,adjusted
prilagojena,adapted
prilagojenim,adapted
prilagojeno,customized
prilastiti,to appropriate
prilepljen,glued on
prileteli,flew in
prileteti,fly in
prilezla,crawled up
priliki,parables
priljubljenosti,popularity
priloge,attachments
prilogo,attachment
priložili,attached
priložnostnega,casual
priložnostnimi,casual
priložnostno,casually
prim,cf
primanjkovalo,was lacking
primarne,primary
primarnim,primary
primemo,we take
primerek,specimen
primeren,suitable
primerjali,compared
primerjamo,we compare
primerjava,comparison
primerjave,comparisons
primerljiv,comparable
primerljivem,comparable
primerljivo,comparable
primernemu,suitable
primerni,suitable
primešamo,mix it in
primežu,grip
primitivizem,primitivism
primorski,coastal
primorskonotranjski,Primorskonotranjski
prinašal,was bringing
prinašala,brought
prinašali,brought
prinašam,I bring
prinašata,they bring
princemodpravila,princemodrules
princih,princes
princip,principle
principe,principle
prinesemo,we bring
prinesete,you bring
prinesti,to bring
priokusa,aftertaste
prioritet,priorities
prioritetah,priorities
prioritetami,priorities
prioriteti,priorities
prioritetne,priority
pripadala,belonged to
pripadnica,a member
pripadnostjo,affiliation
pripeljale,brought
pripenja,fastens
pripet,attached
pripetljajih,accidents
pripisal,attributed
pripisala,attributed
priplutju,arrival
pripomba,remark
pripominja,remarks
pripomnim,I remark
pripomogel,helped
pripomogla,helped
pripomoglo,helped
pripomorejo,they help
pripomoremo,we help
pripomočka,accessory
pripornik,detainee
priporom,I recommend
priporoèajo,they recommend
priporoèate,you recommend
priporoèene,recommended
priporočamo,we recommend
priporočen,recommended
priporočenih,recommended
priporočilne,recommendations
priporočilo,recommendation
priporočljiva,recommended
priporočljivo,recommended
pripotoval,traveled
pripotovala,traveled
pripotovalo,arrived
pripoved,narrative
pripovedih,narratives
pripovedovalec,the narrator
pripovedovanju,storytelling
pripovedujejo,they tell
pripovedujem,I'm telling
priprav,preparations
priprava,preparation
pripravam,I'm preparing
pripravile,prepared
pripravke,preparations
pripravljali,were preparing
pripravljalnega,preparatory
pripravljalnih,preparatory
pripravljalno,preparatory
pripravljamo,we are preparing
pripravljat,to prepare
pripravljate,you are preparing
pripravljenem,ready
pripravljenost,readiness
pripravništva,internships
prirast,increment
priredbi,adaptations
priredbo,adaptation
priredi,arrange
priredili,arranged
prireditelje,organizers
prirejajo,are arranging
prirejali,arranged
prirejanje,editing
prirejeno,modified
prirodoslovni,natural science
prirojene,congenital
priročen,convenient
priročnik,manual
prisegel,swore
prisegi,oaths
priseljena,immigrated
priseljencev,immigrants
priseljenci,immigrants
priseljenec,an immigrant
prisilijo,force
prisilila,forced
prisiliti,to force
prisilna,forced
prisilne,forced
prisilni,forced
priskoèimo,let's jump in
priskočil,came up
priskočiti,to jump in
priskrbela,provided
prisluhi,listen
prisluhnili,listened
prisluhnite,listen up
prisluškovanja,eavesdropping
prislužil,earned
prislužili,earned
prismodi,self-righteousness
prisoten,present
prispejo,they arrive
prispela,arrived
prispele,arrived
prispeti,to arrive
prispevala,contributed
prispevamo,we contribute
prispevate,you contribute
prispevke,contributions
prispevki,contributions
prispevku,contribution
prisrčni,cute
pristajajo,they fit
pristajanjem,landing
pristali,landed
pristalo,landed
pristan,dock
pristanišč,ports
pristanišča,ports
pristanišču,port
pristankom,landing
pristašev,supporters
pristnosti,authenticity
pristojen,competent
pristojnemu,competent
pristojnimi,authorities
pristojnost,jurisdiction
pristona,landed
pristopa,approaches
pristopih,approaches
pristopil,approached
pristopile,approached
pristopili,approached
pristopimo,let's approach
pristranski,biased
pristransko,biased
prisvajanje,appropriation
pritegne,attracts
pritegnil,attracted
pritegnilo,attracted
pritegniti,attract
pritezalke,drawstrings
pritiskajo,they are pressing
pritiske,pressures
pritiskih,pressures
pritisnil,pressed
pritisnili,pressed
pritlièje,ground floor
pritličju,ground floor
pritožb,complaints
pritožbeni,appeal
pritoževal,complained
pritoževati,to complain
pritožijo,complain
pritožila,complained
pritožilo,appealed
pritožnik,the appellant
pritrdil,approved
pritrdilno,in the affirmative
pritrjeno,attached
privabile,attracted
privajajo,they bring
privatizacijo,privatization
priveza,mooring
privezano,tied up
privezov,moorings
privilegije,privileges
privilegijih,privileges
privilegiran,privileged
privlačna,attractive
privolili,agreed
privolilo,consented
privolitev,consent
privolitve,consent
privošèite,afford it
privošči,indulge
privoščili,afforded
prizadetimi,those affected
prizadetosti,disabilities
prizadevajmo,let's strive
prizadevala,efforts
prizadevam,I strive
prizadevanju,effort
prizadevata,they strive
prizadevate,you strive
prizadevati,to strive
prizanesla,spared
prizemljenega,grounded
prizidka,extension
prizma,prism
prizna,confess
priznale,admitted
priznalo,admitted
priznam,I admit
priznanih,recognized
prizoriščih,venues
prièakovanj,expectations
prièno,pleasant
prič,witness
pričajo,they testify
pričakal,expected
pričakala,was waiting
pričakale,were waiting
pričakalo,expected
pričakati,to wait
pričakovalo,expected
pričakovan,expected
pričakovana,expected
pričakovanem,expected
pričakovanimi,expected
pričakovanjem,expectations
pričakovanji,expectations
pričala,testified
pričale,testified
pričam,I testify
pričarati,to conjure up
pričel,started
pričela,started
pričelo,started
pričenjata,they are starting
pričeskami,hairstyles
pričevanju,testimony
prička,little boy
prične,starts
pričnejo,they start
pričo,a witness
pričujočem,present
prišili,sewn up
prišteti,add up
prištevnost,countability
prižgala,lit up
prižgali,lit up
prižgan,turned on
prižgane,lit
prižge,lights up
prižgete,turn on
probiotike,probiotics
problematika,issue
problematièno,problematic
problematičen,problematic
problematično,problematic
problemi,problems
problemu,problem
procedur,procedures
procedure,procedures
procesi,processes
procesija,procession
procesiji,procession
procesiranja,processing
procesna,procedural
procesnih,procedural
procesorji,processors
procesov,processes
procesu,process
proda,sell
prodajal,sold
prodajalca,the seller
prodajalci,sellers
prodajali,sold
prodajalke,saleswomen
prodajalkin,saleswomen
prodajaln,shop
prodajanja,sales
prodajnega,sales
prodajnih,sales
prodal,sold
prodalo,sold
prodan,sold
prodano,sold
prodati,to sell
prodrli,penetrated
producent,the producer
producentka,producer
produkcija,production
produkcijah,productions
produkciji,production
produkcijo,production
produkcijska,production
produkcijske,production
produkcijskih,production
produkte,products
produktivnega,productive
produktivno,productively
prof,prof
profdr,Prof. Dr
profesionalec,a professional
profesionalna,professional
profesionalnem,professional
profesionalnih,professional
profesorica,professor
profesorjev,professors
profesorji,professors
profesorju,to the professor
profil,profile
profila,profile
profili,profiles
prog,route
proga,track
progah,tracks
progami,tracks
proglašen,announced
programira,programming
programiranja,programming
programiranje,programming
programsko,software
progresivne,progressive
proizvajalce,manufacturers
proizvajalec,manufacturer
proizvedena,produced
proizvodna,production
proizvodnem,production
proizvodni,production
proizvodnih,production
proizvodnim,production
projecirati,to project
projekcij,projections
projekcija,projection
projekcijah,projections
projekcijami,projections
projektih,projects
projektni,project
prokuristi,procurators
proletarski,proletarian
proletarskih,proletarian
prometnega,traffic
prometniki,transporters
prometnimi,traffic
prometnoinformacijskem,traffic information
prometu,traffic
promocije,promotions
promocijskem,promotional
promocijskih,promotional
promotorji,promoters
promovira,promotes
promovirajo,promote
promovirala,promoted
promovirati,to promote
propad,collapse
propada,is falling apart
propadajočim,decaying
propadla,failed
propadlih,failed
propadlo,failed
propagande,propaganda
propagandni,propaganda
proraèun,budget
proraèunske,budgetary
proraèunu,budget
proračunom,budget
proračunov,budgets
proračunska,budgetary
proračunskimi,budgetary ones
proruske,pro-Russian
prosijo,they ask
prosil,begged
prosila,begged
prosilci,applicants
prosili,asked
prosite,please
prositi,to ask
proslavi,celebrate
proslavila,celebrated
proslavljanja,celebrations
proslavljanje,celebration
proslavo,a celebration
prosta,free
prostati,prostate
prostima,free
prostitutkam,prostitutes
prostoRož,freeFlower
prostora,space
prostore,premises
